time,mult
00:01:00,0.053
00:02:00,0.053
00:03:00,0.053
00:04:00,0.053
00:05:00,0.053
00:06:00,0.053
00:07:00,0.053
00:08:00,0.053
00:09:00,0.053
00:10:00,0.053
00:11:00,0.053
00:12:00,0.053
00:13:00,0.053
00:14:00,0.053
00:15:00,0.053
00:16:00,0.053
00:17:00,0.053
00:18:00,0.053
00:19:00,0.053
00:20:00,0.053
00:21:00,0.053
00:22:00,0.053
00:23:00,0.053
00:24:00,0.053
00:25:00,0.252
00:26:00,0.252
00:27:00,0.252
00:28:00,0.252
00:29:00,0.252
00:30:00,0.252
00:31:00,0.252
00:32:00,0.252
00:33:00,0.252
00:34:00,0.252
00:35:00,0.252
00:36:00,0.252
00:37:00,0.252
00:38:00,0.252
00:39:00,0.252
00:40:00,0.252
00:41:00,0.252
00:42:00,0.252
00:43:00,0.252
00:44:00,0.252
00:45:00,0.252
00:46:00,0.252
00:47:00,0.053
00:48:00,0.053
00:49:00,0.053
00:50:00,0.053
00:51:00,0.053
00:52:00,0.053
00:53:00,0.053
00:54:00,0.053
00:55:00,0.053
00:56:00,0.053
00:57:00,0.053
00:58:00,0.053
00:59:00,0.053
01:00:00,0.053
01:01:00,0.053
01:02:00,0.053
01:03:00,0.053
01:04:00,0.053
01:05:00,0.053
01:06:00,0.053
01:07:00,0.053
01:08:00,0.053
01:09:00,0.053
01:10:00,0.053
01:11:00,0.053
01:12:00,0.053
01:13:00,0.053
01:14:00,0.053
01:15:00,0.053
01:16:00,0.053
01:17:00,0.053
01:18:00,0.053
01:19:00,0.053
01:20:00,0.053
01:21:00,0.141
01:22:00,0.141
01:23:00,0.141
01:24:00,0.141
01:25:00,0.141
01:26:00,0.141
01:27:00,0.141
01:28:00,0.141
01:29:00,0.141
01:30:00,0.141
01:31:00,0.141
01:32:00,0.141
01:33:00,0.141
01:34:00,0.141
01:35:00,0.141
01:36:00,0.141
01:37:00,0.141
01:38:00,0.141
01:39:00,0.053
01:40:00,0.053
01:41:00,0.053
01:42:00,0.053
01:43:00,0.053
01:44:00,0.053
01:45:00,0.053
01:46:00,0.053
01:47:00,0.053
01:48:00,0.053
01:49:00,0.053
01:50:00,0.053
01:51:00,0.053
01:52:00,0.053
01:53:00,0.053
01:54:00,0.053
01:55:00,0.053
01:56:00,0.053
01:57:00,0.053
01:58:00,0.053
01:59:00,0.053
02:00:00,0.053
02:01:00,0.053
02:02:00,0.053
02:03:00,0.053
02:04:00,0.053
02:05:00,0.252
02:06:00,0.252
02:07:00,0.252
02:08:00,0.252
02:09:00,0.252
02:10:00,0.252
02:11:00,0.252
02:12:00,0.252
02:13:00,0.252
02:14:00,0.252
02:15:00,0.252
02:16:00,0.34
02:17:00,0.34
02:18:00,0.34
02:19:00,0.34
02:20:00,0.34
02:21:00,0.34
02:22:00,0.34
02:23:00,0.34
02:24:00,0.34
02:25:00,0.34
02:26:00,0.34
02:27:00,0.141
02:28:00,0.141
02:29:00,0.141
02:30:00,0.141
02:31:00,0.141
02:32:00,0.141
02:33:00,0.141
02:34:00,0.053
02:35:00,0.053
02:36:00,0.053
02:37:00,0.053
02:38:00,0.053
02:39:00,0.053
02:40:00,0.053
02:41:00,0.053
02:42:00,0.053
02:43:00,0.053
02:44:00,0.053
02:45:00,0.053
02:46:00,0.053
02:47:00,0.053
02:48:00,0.053
02:49:00,0.053
02:50:00,0.053
02:51:00,0.053
02:52:00,0.053
02:53:00,0.053
02:54:00,0.053
02:55:00,0.053
02:56:00,0.053
02:57:00,0.053
02:58:00,0.053
02:59:00,0.053
03:00:00,0.053
03:01:00,0.053
03:02:00,0.053
03:03:00,0.053
03:04:00,0.053
03:05:00,0.053
03:06:00,0.053
03:07:00,0.053
03:08:00,0.053
03:09:00,0.053
03:10:00,0.053
03:11:00,0.053
03:12:00,0.053
03:13:00,0.053
03:14:00,0.053
03:15:00,0.053
03:16:00,0.053
03:17:00,0.053
03:18:00,0.053
03:19:00,0.053
03:20:00,0.053
03:21:00,0.053
03:22:00,0.053
03:23:00,0.053
03:24:00,0.053
03:25:00,0.053
03:26:00,0.053
03:27:00,0.053
03:28:00,0.053
03:29:00,0.053
03:30:00,0.053
03:31:00,0.053
03:32:00,0.053
03:33:00,0.053
03:34:00,0.053
03:35:00,0.053
03:36:00,0.053
03:37:00,0.053
03:38:00,0.053
03:39:00,0.053
03:40:00,0.053
03:41:00,0.053
03:42:00,0.053
03:43:00,0.053
03:44:00,0.053
03:45:00,0.053
03:46:00,0.053
03:47:00,0.053
03:48:00,0.053
03:49:00,0.141
03:50:00,0.141
03:51:00,0.141
03:52:00,0.141
03:53:00,0.34
03:54:00,0.34
03:55:00,0.34
03:56:00,0.34
03:57:00,0.34
03:58:00,0.34
03:59:00,0.34
04:00:00,0.34
04:01:00,0.34
04:02:00,0.34
04:03:00,0.34
04:04:00,0.34
04:05:00,0.34
04:06:00,0.34
04:07:00,0.252
