time,mult
00:01:00,0.045
00:02:00,0.045
00:03:00,0.045
00:04:00,0.045
00:05:00,0.045
00:06:00,0.045
00:07:00,0.065
00:08:00,0.093
00:09:00,0.093
00:10:00,0.093
00:11:00,0.128
00:12:00,0.128
00:13:00,0.128
00:14:00,0.128
00:15:00,0.128
00:16:00,0.188
00:17:00,0.188
00:18:00,0.188
00:19:00,0.188
00:20:00,0.188
00:21:00,0.188
00:22:00,0.188
00:23:00,0.188
00:24:00,0.188
00:25:00,0.188
00:26:00,0.188
00:27:00,0.288
00:28:00,0.288
00:29:00,0.288
00:30:00,0.288
00:31:00,0.288
00:32:00,0.288
00:33:00,0.288
00:34:00,0.253
00:35:00,0.253
00:36:00,0.253
00:37:00,0.253
00:38:00,0.253
00:39:00,0.253
00:40:00,0.193
00:41:00,0.193
00:42:00,0.293
00:43:00,0.293
00:44:00,0.293
00:45:00,0.273
00:46:00,0.333
00:47:00,0.333
00:48:00,0.293
00:49:00,0.293
00:50:00,0.293
00:51:00,0.293
00:52:00,0.497
00:53:00,0.537
00:54:00,0.537
00:55:00,0.537
00:56:00,0.549
00:57:00,0.549
00:58:00,0.549
00:59:00,0.584
01:00:00,0.584
01:01:00,0.249
01:02:00,0.249
01:03:00,0.249
01:04:00,0.249
01:05:00,0.249
01:06:00,0.249
01:07:00,0.249
01:08:00,0.249
01:09:00,0.249
01:10:00,0.249
01:11:00,0.249
01:12:00,0.249
01:13:00,0.249
01:14:00,0.045
01:15:00,0.045
01:16:00,0.045
01:17:00,0.045
01:18:00,0.045
01:19:00,0.045
01:20:00,0.045
01:21:00,0.045
01:22:00,0.045
01:23:00,0.045
01:24:00,0.045
01:25:00,0.045
01:26:00,0.045
01:27:00,0.045
01:28:00,0.045
01:29:00,0.045
01:30:00,0.045
01:31:00,0.045
01:32:00,0.045
01:33:00,0.045
01:34:00,0.045
01:35:00,0.045
01:36:00,0.045
01:37:00,0.045
01:38:00,0.045
01:39:00,0.045
01:40:00,0.045
01:41:00,0.045
01:42:00,0.045
01:43:00,0.045
01:44:00,0.045
01:45:00,0.045
01:46:00,0.045
01:47:00,0.045
01:48:00,0.045
01:49:00,0.045
01:50:00,0.045
01:51:00,0.045
01:52:00,0.045
01:53:00,0.045
01:54:00,0.045
01:55:00,0.045
01:56:00,0.045
01:57:00,0.045
01:58:00,0.045
01:59:00,0.045
02:00:00,0.045
02:01:00,0.045
02:02:00,0.045
02:03:00,0.045
02:04:00,0.045
02:05:00,0.045
02:06:00,0.045
02:07:00,0.045
02:08:00,0.249
02:09:00,0.249
02:10:00,0.249
02:11:00,0.249
02:12:00,0.249
02:13:00,0.249
02:14:00,0.249
02:15:00,0.249
