time,mult
00:01:00,0.049
00:02:00,0.049
00:03:00,0.049
00:04:00,0.049
00:05:00,0.049
00:06:00,0.049
00:07:00,0.049
00:08:00,0.049
00:09:00,0.049
00:10:00,0.049
00:11:00,0.049
00:12:00,0.049
00:13:00,0.049
00:14:00,0.049
00:15:00,0.049
00:16:00,0.049
00:17:00,0.049
00:18:00,0.049
00:19:00,0.049
00:20:00,0.049
00:21:00,0.049
00:22:00,0.049
00:23:00,0.049
00:24:00,0.049
00:25:00,0.049
00:26:00,0.049
00:27:00,0.049
00:28:00,0.049
00:29:00,0.049
00:30:00,0.049
00:31:00,0.049
00:32:00,0.237
00:33:00,0.237
00:34:00,0.237
00:35:00,0.237
00:36:00,0.237
00:37:00,0.237
00:38:00,0.237
00:39:00,0.237
00:40:00,0.237
00:41:00,0.237
00:42:00,0.237
00:43:00,0.237
00:44:00,0.237
00:45:00,0.237
00:46:00,0.237
00:47:00,0.237
00:48:00,0.237
00:49:00,0.237
00:50:00,0.237
00:51:00,0.237
00:52:00,0.237
00:53:00,0.237
00:54:00,0.167
00:55:00,0.167
00:56:00,0.167
00:57:00,0.167
00:58:00,0.167
00:59:00,0.167
01:00:00,0.167
01:01:00,0.167
01:02:00,0.167
01:03:00,0.167
01:04:00,0.167
01:05:00,0.167
01:06:00,0.167
01:07:00,0.167
01:08:00,0.167
01:09:00,0.167
01:10:00,0.167
01:11:00,0.167
01:12:00,0.049
01:13:00,0.049
01:14:00,0.215
01:15:00,0.215
01:16:00,0.215
01:17:00,0.215
01:18:00,0.215
01:19:00,0.215
01:20:00,0.215
01:21:00,0.215
01:22:00,0.215
01:23:00,0.215
01:24:00,0.215
01:25:00,0.215
01:26:00,0.215
01:27:00,0.215
01:28:00,0.049
01:29:00,0.049
01:30:00,0.049
01:31:00,0.049
01:32:00,0.049
01:33:00,0.049
01:34:00,0.049
01:35:00,0.049
01:36:00,0.049
01:37:00,0.049
01:38:00,0.049
01:39:00,0.237
01:40:00,0.237
01:41:00,0.237
01:42:00,0.237
01:43:00,0.237
01:44:00,0.237
01:45:00,0.237
01:46:00,0.237
01:47:00,0.237
01:48:00,0.237
01:49:00,0.237
01:50:00,0.237
01:51:00,0.237
01:52:00,0.237
01:53:00,0.237
01:54:00,0.237
01:55:00,0.237
01:56:00,0.237
01:57:00,0.355
01:58:00,0.355
01:59:00,0.355
02:00:00,0.355
02:01:00,0.167
02:02:00,0.167
02:03:00,0.167
02:04:00,0.167
02:05:00,0.167
02:06:00,0.167
02:07:00,0.167
02:08:00,0.167
02:09:00,0.167
02:10:00,0.167
02:11:00,0.167
02:12:00,0.167
02:13:00,0.167
02:14:00,0.167
02:15:00,0.049
02:16:00,0.049
02:17:00,0.049
02:18:00,0.049
02:19:00,0.049
02:20:00,0.049
02:21:00,0.049
02:22:00,0.049
02:23:00,0.049
02:24:00,0.049
02:25:00,0.049
02:26:00,0.049
02:27:00,0.049
02:28:00,0.049
02:29:00,0.049
02:30:00,0.049
02:31:00,0.049
02:32:00,0.215
02:33:00,0.215
02:34:00,0.215
02:35:00,0.215
02:36:00,0.215
02:37:00,0.215
02:38:00,0.215
02:39:00,0.215
02:40:00,0.215
02:41:00,0.215
02:42:00,0.215
02:43:00,0.215
02:44:00,0.215
02:45:00,0.215
02:46:00,0.049
02:47:00,0.049
02:48:00,0.049
02:49:00,0.049
02:50:00,0.049
02:51:00,0.049
02:52:00,0.049
02:53:00,0.049
02:54:00,0.049
02:55:00,0.049
02:56:00,0.049
02:57:00,0.049
02:58:00,0.049
02:59:00,0.049
03:00:00,0.049
03:01:00,0.049
03:02:00,0.049
03:03:00,0.049
03:04:00,0.049
03:05:00,0.049
03:06:00,0.049
03:07:00,0.049
03:08:00,0.049
03:09:00,0.049
03:10:00,0.049
03:11:00,0.049
03:12:00,0.049
03:13:00,0.049
03:14:00,0.049
03:15:00,0.049
03:16:00,0.049
03:17:00,0.049
03:18:00,0.237
03:19:00,0.237
03:20:00,0.237
03:21:00,0.237
03:22:00,0.237
03:23:00,0.237
03:24:00,0.237
03:25:00,0.237
03:26:00,0.237
03:27:00,0.237
03:28:00,0.237
03:29:00,0.237
03:30:00,0.237
03:31:00,0.237
03:32:00,0.237
03:33:00,0.237
03:34:00,0.237
03:35:00,0.237
03:36:00,0.237
03:37:00,0.237
03:38:00,0.355
03:39:00,0.355
03:40:00,0.167
03:41:00,0.167
03:42:00,0.167
03:43:00,0.167
03:44:00,0.167
03:45:00,0.333
03:46:00,0.333
03:47:00,0.333
03:48:00,0.333
03:49:00,0.333
03:50:00,0.333
03:51:00,0.333
03:52:00,0.333
03:53:00,0.333
03:54:00,0.333
03:55:00,0.333
03:56:00,0.215
03:57:00,0.215
03:58:00,0.215
03:59:00,0.049
04:00:00,0.049
04:01:00,0.049
04:02:00,0.049
04:03:00,0.049
04:04:00,0.049
04:05:00,0.049
04:06:00,0.049
04:07:00,0.049
04:08:00,0.049
04:09:00,0.049
04:10:00,0.049
04:11:00,0.049
04:12:00,0.049
04:13:00,0.049
04:14:00,0.049
04:15:00,0.049
04:16:00,0.049
04:17:00,0.049
04:18:00,0.049
04:19:00,0.049
04:20:00,0.049
04:21:00,0.049
04:22:00,0.049
04:23:00,0.049
04:24:00,0.049
04:25:00,0.237
04:26:00,0.237
04:27:00,0.237
04:28:00,0.237
04:29:00,0.237
04:30:00,0.237
04:31:00,0.237
04:32:00,0.237
04:33:00,0.237
04:34:00,0.237
04:35:00,0.237
04:36:00,0.237
04:37:00,0.237
04:38:00,0.237
04:39:00,0.237
